monthly_income,essential_expenses,discretionary_expenses,monthly_debt_payment,total_debt,total_assets,liquid_savings,emergency_fund_months,investment_assets,cash_percentage,fd_percentage,debt_percentage,mutual_fund_percentage,equity_percentage,gold_percentage,monthly_surplus,debt_to_income_ratio,debt_to_asset_ratio,goal_count,high_priority_goals,average_goal_horizon_months,average_goal_funding_gap,average_goal_probability,risk_category
122600.0,69117.85763121062,16133.891603783142,11540.653553362628,2075379.54117827,5085400.0,648200.0,8.036349673213095,4437200.0,12.746293310260745,19.08633433575431,14.127102224274418,32.206774404342234,19.949602160292045,1.8838935650762432,25807.597211643617,0.0941325738447196,0.4081054668616569,5,5,186.55505998537544,836074.5792134422,68.29503998028645,Aggressive
57400.0,20351.779346210817,15533.317471615232,19344.54485134924,6450789.989060195,2647400.0,78100.0,1.9674365719937477,2569300.0,2.9500642139457582,26.945846215352525,13.469465013218876,18.18601355537256,28.19087143575817,10.257739566352104,2170.3583308247107,0.3370129765043421,2.436651049731886,1,1,324.2168657813967,3911767.2324389513,46.20000107372854,Balanced
57300.0,22913.613109084898,3406.8110305352384,11933.07263819915,3420527.5800745045,734900.0,33700.0,0.9670934057947412,701200.0,4.585657912641175,18.55031767299825,22.036570328399847,19.00411331114509,26.182217977684868,9.64112279713076,19046.503222180712,0.2082560669842783,4.6544122738801255,3,0,289.05323454929595,2502128.952585083,96.3803741311063,Aggressive
151600.0,79729.72718841767,39055.97065728268,70947.49500342378,7433465.044765277,6702500.0,397300.0,2.6367621742731604,6305200.0,5.927638940693771,28.679829772366272,12.294731445388434,27.143649054532855,14.735303665200306,11.218847121818351,-38133.19284912414,0.4679913918431648,1.1090585669176094,4,4,194.5368114016926,4149254.38625529,24.76808788906629,Conservative
122000.0,73137.75116116274,31329.149734512717,8823.613373267945,493895.51384197513,1344700.0,193600.0,2.362088541347694,1151100.0,14.397263330110803,3.2648724273081826,19.485668891012207,31.90468671977224,24.358846554985572,6.58866207681099,8709.4857310566,0.0723246997808848,0.3672904840053358,3,1,162.1609519180791,668925.3856749899,32.44970168235898,Balanced
128600.0,88689.75940459802,10284.030367167334,14010.19743654714,1325447.92221844,1153400.0,155200.0,1.5111982981654135,998200.0,13.455869602913126,26.91939131951998,1.6853276138021598,13.775181789514978,34.60101054826457,9.563219125985183,15616.012791687506,0.1089439925081426,1.1491658767283162,0,0,0.0,0.0,0.0,Conservative
101100.0,41903.41840788916,15712.415854420646,20858.280490233137,7453191.367737505,1132600.0,822500.0,13.105126445590969,310100.0,72.62051915945612,7.866739138654911,4.652798023439587,4.7984301509280085,7.430669666086957,2.6308438614344185,22625.88524745706,0.2063133579647194,6.580603361943762,1,0,83.53580284490154,456431.4440037609,37.83412313532579,Aggressive
184200.0,131401.61641729757,14133.659754690774,46487.87320038639,11835241.465118185,12249600.0,1373400.0,7.720523584342617,10876200.0,11.211794670846396,3.2084376695943586,18.397831714833533,24.66606312839227,33.0328000609614,9.48307275537204,-7823.149372374726,0.2523771617827708,0.9661737089470828,3,1,228.04975620541916,4454976.873221324,49.61759261011153,Aggressive
69000.0,33564.60699709215,10195.560986618446,17418.398743045786,4377507.292046885,985100.0,919300.0,18.03149866615755,65800.0,93.32047507867222,2.515184203494824,0.9075550365928752,1.6581863752039554,0.8329707156640362,0.7656285903720926,7821.433273243616,0.2524405614934172,4.443718700687123,2,0,189.50919975946763,3518726.3837309605,75.51293407533423,Aggressive
61700.0,29501.604719964183,17214.47811536017,30097.175335195618,9768025.398180775,446100.0,317900.0,5.334001798455899,128200.0,71.26204886796683,13.693016551105597,7.557737714383538,3.012053481800113,3.091429473616976,1.383713911126956,-15113.25817051997,0.4877986277989565,21.89649271055991,4,2,343.7514844169916,2863841.6386072794,24.520054592816543,Balanced
75700.0,25800.73795889869,10485.34324972051,2135.69407523114,682275.0039807156,626800.0,171200.0,6.128198468252697,455600.0,27.313337587747288,28.630619730798145,15.534749643747434,14.005588092046848,13.687716228566474,0.8279887170938076,37278.224716149656,0.0282126033716134,1.0885051116476,4,0,272.458918840376,1767739.3476423626,35.00253054496332,Aggressive
134500.0,82573.34512423613,32801.40352096335,13814.80637764216,2477317.1992039336,2511500.0,90900.0,0.9430619695848058,2420600.0,3.619350985466853,31.104748044865826,2.4652238771109487,12.434745646914251,43.32362682709607,7.052304618546053,5310.444977158346,0.1027123150754064,0.9863894880366052,2,1,298.5137119587819,1764705.530747812,38.43206678711786,Balanced
75100.0,57243.26437885898,13040.835969530995,27709.315334639658,7154106.724154612,646200.0,161100.0,1.8963520653911563,485100.0,24.930362116991645,33.79240883021363,4.8206651178814175,22.51900427510037,12.98135745961901,0.956202200193919,-22893.415683029627,0.3689655836836172,11.071041046355017,5,4,150.849273913929,2241618.77196591,67.71321038450061,Conservative
133000.0,96068.44897859538,14517.720563252138,64909.96187655808,5735283.583322879,5270100.0,2243100.0,13.934166625724217,3027000.0,42.56275971992941,9.58074098372169,2.8785618624085583,13.69144248180814,26.60824223173496,4.678252720397246,-42496.1314184056,0.4880448261395343,1.0882684547395456,1,1,332.2849255942302,4283989.400830829,14.330029451159644,Balanced
31900.0,16155.66808632548,6039.276542478942,11541.018679190112,1839554.67943498,795000.0,103900.0,3.751351231273017,691100.0,13.069182389937106,12.05503134588881,18.175658991812284,12.379855337184036,39.03523830938909,5.285033625788668,-1835.9633079945345,0.3617874194103483,2.313905257150917,5,1,105.85337772929768,3249925.300349566,73.08769341081006,Conservative
418300.0,296581.4694091195,65698.52556986146,45087.123107185216,12870265.025946744,4379200.0,2075300.0,6.074014543496458,2303900.0,47.38993423456339,2.200513717057893,4.815328443561172,33.20499569743493,9.662011891597816,2.727216015784797,10932.881913833786,0.1077865720946335,2.938953467744507,0,0,0.0,0.0,0.0,Conservative
21900.0,12514.562633662334,6277.127590525723,1569.904913063766,19910.76235745486,252500.0,55600.0,3.947611069821669,196900.0,22.01980198019802,27.563349835262876,13.586418236810438,12.005158845437272,17.10687520590401,7.718395896387389,1538.4048627481789,0.0716851558476605,0.0788545043859598,1,1,142.94758893653307,3058174.7700453564,16.77539558655362,Aggressive
104600.0,61922.79377738445,27134.681431970104,21806.274931882705,2699714.854302018,388200.0,145900.0,1.742525054310699,242300.0,37.58371973209686,29.73449556333769,13.8660619965828,4.091210480308894,9.363289530126046,5.361222697547701,-6263.750141237251,0.2084729917005994,6.954443210463725,4,1,77.7956680738175,3089066.8460632893,24.9551417333305,Balanced
107000.0,68090.89063945621,15365.373707947409,26081.76590066012,4876063.520981513,331200.0,140500.0,1.49194049697588,190700.0,42.421497584541065,28.626434507307764,12.941663611725083,3.136548525562814,11.0726221466168,1.8012336242464762,-2538.030248063733,0.2437548215014964,14.72241401262534,5,5,338.4030917907924,661992.6218939354,44.02257489752438,Balanced
54500.0,18290.202683430078,14813.15878176378,20868.746154726585,1680675.4963045805,3632700.0,111400.0,2.844815892796676,3521300.0,3.0665895890109285,43.11552736869464,13.6183762612824,11.507369810254566,11.292592178768798,17.39954479198866,527.8923800795601,0.3829127734812217,0.4626518832561402,2,1,105.03347171925915,316121.6962531682,79.54509581775875,Conservative
148900.0,63540.77756553345,40042.909157787,34233.779981188374,2914815.206034977,1745100.0,699800.0,7.157281173740916,1045300.0,40.10085381926537,22.47153721386514,9.848013931463488,15.77961211321021,7.225224540318267,4.574758381877524,11082.533295491186,0.2299112154545894,1.67028548853073,5,1,147.91561164460705,547989.3516756351,89.54453137667079,Aggressive
134800.0,50322.68168387688,23243.99710656612,12926.357746756805,530706.1365068777,3742900.0,239600.0,3.788199823378717,3503300.0,6.401453418472308,33.792209535590764,6.584955687590307,30.23349366700237,14.32772024869019,8.660167442654041,48306.9634628002,0.0958928616228249,0.1417900923099408,1,1,82.88640174082957,905152.0001255726,60.74430776050581,Aggressive
107100.0,77500.68258854622,11935.08400230139,30664.012591713617,10543628.69172052,4310700.0,257500.0,2.3806289064178308,4053200.0,5.973507782958684,35.49035022783288,9.097237700643268,12.13627479465143,23.588822927253112,13.713806566660622,-12999.779182561222,0.2863119756462522,2.4459203126453986,2,0,333.8195028796938,897719.3539708345,90.48966114731265,Balanced
59000.0,19658.22791474085,8558.906959546483,25225.388363382997,987674.2296682568,7995800.0,220400.0,4.910477770647512,7775400.0,2.7564471347457413,23.406873897265896,7.444250022082169,14.590684781408251,45.45544549527315,6.346298669224784,5557.476762329665,0.4275489553115761,0.123524128876192,0,0,0.0,0.0,0.0,Conservative
109600.0,52962.95244263604,19557.302306461625,3489.945734353472,707039.0860009873,1201400.0,309700.0,5.485989382317227,891700.0,25.778258698185454,10.32783452580168,4.073340484095762,26.505957974035727,20.65207138332407,12.662536934557306,33589.79951654887,0.0318425705689185,0.58851264025386,3,3,183.32847994128247,3737398.813338773,37.01136762440633,Aggressive
75700.0,44820.52152879845,17749.971979896563,11966.303683809736,2158702.2248078864,343400.0,99700.0,1.7556889230332238,243700.0,29.0331974373908,33.347945876184546,8.428964540553231,10.776484927293332,8.217630475089162,10.195776743488937,1163.202807495254,0.1580753458891642,6.286261574862802,2,2,239.43965324139268,3277829.5047848667,59.24431854090763,Balanced
148500.0,109126.28087353033,23695.856147802373,32766.833593726027,5197379.8955932185,3368200.0,571900.0,4.03049860556816,2796300.0,16.979395522831187,3.5628496531620395,0.509975472313866,21.93762556215813,42.91950572135005,14.090648068184729,-17088.97061505873,0.2206520780722291,1.54307342069747,2,1,80.03637370764167,2611981.235305842,1.934716977074025,Balanced
39300.0,12309.722479899216,8188.783805220299,3504.560658851748,420504.07315282297,279500.0,155200.0,9.813913070754465,124300.0,55.52772808586762,0.7229260830883841,10.283557932458434,24.56731736616533,6.6122436440861465,2.2862268883340797,15296.933056028738,0.0891745714720546,1.50448684491171,0,0,0.0,0.0,0.0,Aggressive
99100.0,63425.75131549895,10148.01789727551,40633.76223678788,13942809.492447974,12262500.0,243000.0,2.33520215215978,12019500.0,1.9816513761467889,25.39490492246644,3.293686660992456,18.635129634327903,43.83644010191289,6.858187304153529,-15107.531449562346,0.4100278732269211,1.1370282970395902,4,0,214.5689552982815,167672.0104181456,6.160691426546194,Conservative
43400.0,14741.515985423275,6083.286466120984,3934.8084925496782,1324107.2715070206,1276400.0,301700.0,16.1541421255466,974700.0,23.636790974616105,13.41373686212577,12.747985961186217,32.40170998383284,14.89608917164223,2.903687046596842,18640.389055906064,0.0906637901509142,1.0373764270659829,3,2,254.0741671817725,1958300.4617945368,57.84157740250772,Aggressive
60000.0,33113.84372862855,16737.864013283724,3908.483961663644,92697.02577642912,2235600.0,72400.0,1.9555766618905583,2163200.0,3.2385042046877794,5.959845029107518,16.71089747203006,42.42060337548258,16.366170706730998,15.303979211961066,6239.808296424082,0.0651413993610607,0.0414640480302509,0,0,0.0,0.0,0.0,Balanced
54900.0,25743.32847810623,9661.665810517698,16025.883184073338,2005061.50317227,1538600.0,58100.0,1.3909766952247111,1480500.0,3.776160145586897,32.66416464155565,18.682158983726666,10.854524901789745,22.958151108759527,11.064840218581534,3469.1225273027303,0.291910440511354,1.3031726915197388,1,1,178.37880843641233,2912214.043205152,19.84293095923484,Conservative
46800.0,32963.86619851437,9357.32621348085,2175.1106513061377,406099.9875813102,884800.0,319400.0,9.089621515306913,565400.0,36.09855334538879,25.44685406299481,7.331362467441618,17.62204576958127,8.48943294010352,5.01175141449001,2303.696936698645,0.0464767233185072,0.458973765349582,4,0,349.018326871346,115889.18473077912,3.3988928926735884,Aggressive
46000.0,31167.926580155778,9379.1287995498,632.2685777573843,180609.49782364676,762900.0,266100.0,8.36787317431867,496800.0,34.8800629178136,15.857575319601924,8.347145087598626,10.38956559111726,21.16355566810164,9.362095415766952,4820.676042537038,0.0137449690816822,0.2367407233236947,4,1,113.73545388356406,1307486.092890161,80.91794276437798,Aggressive
58400.0,25022.876452598743,5585.534374501833,3580.8649354734016,1102544.9619156332,742100.0,190200.0,6.649479780267976,551900.0,25.62996900687239,34.642979105425724,21.362247226813768,5.838291097499817,3.887678633313194,8.638834930075099,24210.724237426017,0.0613161804019418,1.4857094217971072,3,2,172.31964195769245,3526537.3258374096,11.024997756614818,Aggressive
49400.0,28390.726681351745,8882.799516394483,11105.603834192289,3791847.4613528666,175400.0,60700.0,1.5368516317259175,114700.0,34.60661345496009,4.585939172776098,13.679407466645149,29.25954373050268,13.665408565887049,4.203087609228933,1020.8699680614808,0.2248097942144187,21.618286552752945,5,0,27.20246421272601,4965609.450290624,25.41042263570844,Conservative
87600.0,58313.45043283186,9406.416722317404,4150.399187844991,169952.0287934045,13461000.0,332500.0,5.323078901143094,13128500.0,2.470098803952158,37.74994221412245,21.07844918891986,4.83145931819378,16.06572342765477,17.804327047156978,15729.733657005752,0.047378986162614,0.0126255128737392,0,0,0.0,0.0,0.0,Balanced
57300.0,19969.47177619985,14985.1596186303,4859.968773030821,1197187.425909052,2739200.0,552200.0,22.239727830561595,2187000.0,20.159170560747665,23.43109649262217,5.446535281262271,16.6199018361882,34.14107119011731,0.2022246390623825,17485.399832139025,0.0848162089534174,0.4370573254632929,3,1,258.5179614760127,1080559.4716661526,26.150460183173298,Aggressive
211000.0,103697.34014455216,23157.2663935796,36754.824989533314,4212518.97372496,2560700.0,1829300.0,13.024363122160644,731400.0,71.43749755926115,7.857027826051502,6.6060054794636,5.712241704353389,6.864531305429164,1.5226961254412026,47390.56847233491,0.1741934833627171,1.6450654015405788,1,0,30.7248958217592,760933.2760727183,6.351061984733819,Aggressive
87000.0,66455.92405471468,7114.385248774736,1391.0720399603372,279692.0379081675,1602500.0,314700.0,4.63837779289243,1287800.0,19.638065522620906,16.892455938083682,18.57461873134365,18.926735321143536,17.667719724443625,8.300404762364597,12038.618656550258,0.0159893337926475,0.1745348130472184,1,0,128.73723510494435,4744236.506351076,40.04101063350832,Aggressive
59200.0,17909.986589118962,9006.138857305166,18642.37557690108,2378736.903694508,1365000.0,92700.0,2.536087806827876,1272300.0,6.791208791208792,16.319066561279413,20.533234919255552,9.933452452676466,28.890692253660703,17.53234502191907,13641.49897667479,0.3149049928530588,1.742664398310995,1,1,173.23742681260927,2489950.6387738427,54.21956448860736,Balanced
78700.0,30023.826014339968,21525.625678210672,33261.7242891841,665637.8199247496,525200.0,442800.0,6.996857858962832,82400.0,84.31073876618431,4.182253513632759,1.3144541454904366,5.163000580572894,4.038379896423543,0.9911730976960552,-6111.175981734734,0.4226394445893787,1.2673987431925924,1,1,149.52695442772094,537839.8591450778,96.94238985796156,Balanced
27900.0,16333.820196975576,1636.5841884953452,11261.185836724182,2914956.5546626034,449600.0,15100.0,0.5472004601687522,434500.0,3.358540925266904,11.161519044589538,8.573560991695647,31.073450363183746,45.43864154966551,0.3942871255986541,-1331.5902221951037,0.4036267324990746,6.483444294178389,3,1,175.46693854759076,913950.8895428966,93.7482101774706,Conservative
83200.0,38172.76953566463,9739.113338965428,13196.507324871956,1145037.5010645636,606200.0,292400.0,5.69211828295427,313800.0,48.234905971626524,13.475633400058443,11.269628621960273,6.71372894482582,17.168020374442435,3.1380826870865146,22091.609800497987,0.1586118668854802,1.8888774349464923,2,0,141.49571517110024,3954599.360574423,32.8861441477344,Aggressive
99900.0,31453.296179714103,14849.506531148454,13976.427468023214,3286155.486636222,472300.0,126100.0,2.775715762168863,346200.0,26.699131907685796,30.679792816672784,12.132255374353925,12.352388588629845,7.097695785311903,11.03873552734575,39620.76982111424,0.1399041788590912,6.957771515215375,4,2,332.1746993078822,1854166.3945609843,14.365800112791138,Aggressive
77800.0,39333.789778246,20921.564656131977,28280.34968876221,1176476.2378503303,862600.0,129000.0,1.907884963365459,733600.0,14.954787850683978,10.856273730396548,20.42789222000503,12.393378697132842,29.68851685205725,11.679150649724342,-10735.704123140182,0.363500638673036,1.3638722905753886,4,3,339.55895500179014,2962833.920426322,45.4824453944635,Conservative
219900.0,155468.13776297754,29423.742894713625,33465.24403791682,11021421.59068912,1142400.0,99400.0,0.5261113682110011,1043000.0,8.700980392156863,13.364388737827118,13.5953442656069,22.14038329821058,42.110433136404765,0.0884701697937822,1542.875304392015,0.1521839201360473,9.64760293302619,5,1,303.6110313344064,2799937.058301784,26.524394797324742,Balanced
64800.0,29076.57697775753,12946.402806500384,11713.909462148918,3016861.188665423,2316200.0,43200.0,1.0590704786922145,2273000.0,1.865123909852344,4.466384909580986,20.246476804011937,46.395811345565726,13.829086178241406,13.197116852747609,11063.110753593166,0.1807702077492117,1.3025046147420012,4,2,118.29241345983247,861967.2210682827,26.528851535529363,Balanced
71400.0,27797.519063905183,17478.116625842777,31112.107916626097,4592064.145437422,1873200.0,53500.0,0.9081707480117116,1819700.0,2.856075165492206,26.010662566941186,28.99959530541768,28.243115357407557,11.129119091166396,2.761432513574971,-4987.743606374046,0.4357438083561078,2.451454273669348,4,3,19.90451071488452,4861114.707196742,96.5047899743358,Conservative
51800.0,31033.05624840789,10383.65121479797,1670.5696499819503,585430.8004651277,14657900.0,97800.0,2.9904940908957487,14560100.0,0.6672169956132871,25.8322558030015,18.199706202396587,18.635893052780485,31.414201948130447,5.250725998077691,8712.722886812182,0.0322503793432809,0.0399396093891435,4,3,292.7266774577257,249322.88247089428,60.3404212220246,Aggressive
96200.0,58066.161300707645,11055.729318034972,24554.79577030912,5757414.605909167,819000.0,234300.0,2.835842240348386,584700.0,28.60805860805861,11.3962854728631,13.830272143972394,31.05797169734004,13.793095844842146,1.3143162329237157,2523.313610948273,0.2552473572797205,7.0298102636253565,4,4,272.7215800900578,2718468.2255435144,52.53793810752527,Balanced
33300.0,17125.893045984605,5682.205256195646,16242.47804689003,1622764.090268137,5103700.0,93500.0,2.802054668469138,5010200.0,1.832004232223681,19.198513881623228,3.552330218419162,39.43765345199864,18.4969230211542,17.482575194581088,-5750.576349070281,0.4877621035102111,0.3179583616333516,2,2,267.8698972390349,4867852.907951203,16.751190748866197,Conservative
65100.0,24823.173790880344,18733.12482741268,7565.874509892902,675009.2065737527,625200.0,227700.0,7.030154078178455,397500.0,36.42034548944338,26.73546787898127,10.86885550417883,19.359542217398264,5.446115441526289,1.1696734684719687,13977.826871814084,0.1162192705052673,1.0796692363623683,1,1,157.01121011441833,3921230.85478865,56.03495394815773,Aggressive
30700.0,14613.048472643082,3571.598750586887,5873.905619466432,359555.145390428,1319700.0,26900.0,1.3130307159891792,1292800.0,2.038342047435023,16.85168403283304,6.107955336702964,29.79244080775843,43.08490621269378,2.1246715625767543,6641.447157303599,0.1913324306015124,0.2724521826100083,2,1,100.15009513120152,2112228.454579316,95.2398579749172,Conservative
82900.0,40094.27168223968,7189.66602174649,30697.68293147457,955998.8211189545,2229600.0,84000.0,1.186575514948799,2145600.0,3.767491926803014,19.362737173330974,7.481544335887779,39.11701102364189,12.448935708103704,17.822279832232635,4918.379364539258,0.3702977434436015,0.4287759334046261,5,4,149.02305703297412,1536925.2374335043,85.57561929123605,Conservative
153400.0,59717.95960374265,38003.61830500264,21571.93291676512,1542226.0529233357,1355900.0,67800.0,0.834052031535107,1288100.0,5.000368758758021,30.566127235983664,23.062491226566568,15.266440401996936,13.067918954027329,13.036653422667484,34106.48917448959,0.1406253775538795,1.1374187277257437,1,1,321.3695282608573,3349713.7468251893,22.05240172997912,Aggressive
168400.0,90256.90942752385,10961.934706934886,53075.25761374596,15058039.34554195,586600.0,244200.0,1.7037347933886131,342400.0,41.629730651210366,18.683686552827435,6.175141207730878,15.140623477516238,7.796575432329153,10.574242678385934,14105.898251795326,0.3151737387989665,25.670029569624877,0,0,0.0,0.0,0.0,Conservative
112000.0,88458.38208147566,8868.33908889551,45410.42751679922,9137991.907735514,736600.0,462800.0,3.457115973383272,273800.0,62.82921531360304,7.988624661596304,5.785631084705268,8.916353947843122,11.649819477578788,2.83035551467348,-30737.148687170386,0.4054502456857073,12.405636583947208,1,0,329.326696430336,1524518.871738802,22.636134957196163,Balanced
