Date,Close
2023-05-31,18145.64
2023-06-01,18232.74
2023-06-02,18363.29
2023-06-05,18358.39
2023-06-06,18130.47
2023-06-07,18081.27
2023-06-08,18238.13
2023-06-09,18272.57
2023-06-12,18177.52
2023-06-13,18052.48
2023-06-14,18210.71
2023-06-15,18168.43
2023-06-16,18134.63
2023-06-19,18362.41
2023-06-20,18190.39
2023-06-21,18167.15
2023-06-22,18109.22
2023-06-23,18212.45
2023-06-26,18272.75
2023-06-27,17988.0
2023-06-28,18010.54
2023-06-29,18129.18
2023-06-30,18114.39
2023-07-03,18099.92
2023-07-04,18222.56
2023-07-05,18360.47
2023-07-06,18200.24
2023-07-07,18358.56
2023-07-10,18287.14
2023-07-11,18234.52
2023-07-12,17985.64
2023-07-13,17876.51
2023-07-14,17848.18
2023-07-17,17811.71
2023-07-18,17968.93
2023-07-19,18047.52
2023-07-20,18170.22
2023-07-21,18231.81
2023-07-24,18500.16
2023-07-25,18419.15
2023-07-26,18558.64
2023-07-27,18579.82
2023-07-28,18792.42
2023-07-31,18799.14
2023-08-01,18704.56
2023-08-02,18562.06
2023-08-03,18568.75
2023-08-04,18379.12
2023-08-07,18420.46
2023-08-08,18320.07
2023-08-09,18097.13
2023-08-10,17593.82
2023-08-11,17525.2
2023-08-14,17499.22
2023-08-15,17934.0
2023-08-16,17955.66
2023-08-17,18098.93
2023-08-18,18536.47
2023-08-21,18586.0
2023-08-22,18402.8
2023-08-23,18035.22
2023-08-24,17882.33
2023-08-25,18268.7
2023-08-28,18260.69
2023-08-29,18336.82
2023-08-30,18249.46
2023-08-31,18356.7
2023-09-01,18265.06
2023-09-04,18233.54
2023-09-05,18014.53
2023-09-06,18240.14
2023-09-07,18054.91
2023-09-08,17975.92
2023-09-11,17591.77
2023-09-12,17826.76
2023-09-13,17705.48
2023-09-14,18020.61
2023-09-15,17560.85
2023-09-18,17836.77
2023-09-19,17346.77
2023-09-20,17489.52
2023-09-21,17321.0
2023-09-22,17120.97
2023-09-25,16734.96
2023-09-26,16353.3
2023-09-27,16566.91
2023-09-28,16422.24
2023-09-29,16450.43
2023-10-02,16282.53
2023-10-03,16377.44
2023-10-04,16178.26
2023-10-05,16092.33
2023-10-06,15872.69
2023-10-09,15792.03
2023-10-10,15826.91
2023-10-11,15666.64
2023-10-12,15799.35
2023-10-13,16034.36
2023-10-16,16244.75
2023-10-17,16159.12
2023-10-18,16496.4
2023-10-19,16526.66
2023-10-20,16403.85
2023-10-23,16286.92
2023-10-24,16171.93
2023-10-25,16148.16
2023-10-26,15761.12
2023-10-27,16300.56
2023-10-30,16141.89
2023-10-31,15995.99
2023-11-01,15989.92
2023-11-02,16168.93
2023-11-03,16431.92
2023-11-06,16489.1
2023-11-07,16745.75
2023-11-08,16722.78
2023-11-09,16628.42
2023-11-10,16748.22
2023-11-13,16721.47
2023-11-14,16562.59
2023-11-15,16375.31
2023-11-16,16526.62
2023-11-17,16906.9
2023-11-20,17486.42
2023-11-21,17338.02
2023-11-22,17429.67
2023-11-23,17589.03
2023-11-24,17043.48
2023-11-27,16828.92
2023-11-28,16714.69
2023-11-29,16685.86
2023-11-30,16736.89
2023-12-01,16567.23
2023-12-04,16409.85
2023-12-05,16191.15
2023-12-06,15522.55
2023-12-07,15490.35
2023-12-08,15498.21
2023-12-11,15877.61
2023-12-12,15796.74
2023-12-13,15988.66
2023-12-14,15796.26
2023-12-15,15734.47
2023-12-18,15944.9
2023-12-19,16044.88
2023-12-20,15820.42
2023-12-21,15875.32
2023-12-22,15897.29
2023-12-25,15851.0
2023-12-26,16184.64
2023-12-27,16446.94
2023-12-28,16598.14
2023-12-29,16756.41
2024-01-01,16218.38
2024-01-02,16471.71
2024-01-03,16773.1
2024-01-04,17056.62
2024-01-05,17337.44
2024-01-08,17316.9
2024-01-09,17334.71
2024-01-10,17036.49
2024-01-11,17053.55
2024-01-12,17106.56
2024-01-15,17242.21
2024-01-16,17085.24
2024-01-17,17119.73
2024-01-18,17159.37
2024-01-19,17328.01
2024-01-22,17278.43
2024-01-23,17320.97
2024-01-24,17303.26
2024-01-25,17422.16
2024-01-26,17629.82
2024-01-29,17577.48
2024-01-30,17734.57
2024-01-31,17686.1
2024-02-01,17718.25
2024-02-02,17750.82
2024-02-05,17613.3
2024-02-06,17761.27
2024-02-07,17832.88
2024-02-08,17832.8
2024-02-09,17861.85
2024-02-12,18033.12
2024-02-13,17972.4
2024-02-14,17737.1
2024-02-15,17682.78
2024-02-16,17835.94
2024-02-19,17946.29
2024-02-20,18031.0
2024-02-21,18100.14
2024-02-22,18055.36
2024-02-23,18153.22
2024-02-26,17982.92
2024-02-27,17963.0
2024-02-28,17945.35
2024-02-29,18086.32
2024-03-01,17961.49
2024-03-04,17908.24
2024-03-05,17889.52
2024-03-06,17989.44
2024-03-07,18008.49
2024-03-08,18109.24
2024-03-11,18130.26
2024-03-12,18051.55
2024-03-13,17957.68
2024-03-14,17990.83
2024-03-15,18166.94
2024-03-18,18100.11
2024-03-19,18117.21
2024-03-20,18178.87
2024-03-21,18224.49
2024-03-22,18132.8
2024-03-25,18048.13
2024-03-26,17966.84
2024-03-27,17916.35
2024-03-28,18015.61
2024-03-29,17945.1
2024-04-01,18013.56
2024-04-02,17795.57
2024-04-03,17877.12
2024-04-04,17970.64
2024-04-05,17923.57
2024-04-08,17831.15
2024-04-09,18005.52
2024-04-10,17856.33
2024-04-11,17719.36
2024-04-12,17911.69
2024-04-15,17734.59
2024-04-16,17596.88
2024-04-17,17771.2
2024-04-18,17753.09
2024-04-19,17740.35
2024-04-22,17650.83
2024-04-23,17621.6
2024-04-24,17624.77
2024-04-25,17650.45
2024-04-26,17650.88
2024-04-29,17795.96
2024-04-30,17670.92
2024-05-01,17581.93
2024-05-02,17602.24
2024-05-03,17489.58
2024-05-06,17603.2
2024-05-07,17709.07
2024-05-08,17722.01
2024-05-09,17684.54
2024-05-10,17738.93
2024-05-13,17724.06
2024-05-14,17894.9
2024-05-15,17829.79
2024-05-16,17929.82
2024-05-17,18041.65
2024-05-20,17934.52
2024-05-21,17960.27
2024-05-22,17903.95
2024-05-23,17943.43
2024-05-24,17968.37
2024-05-27,17963.98
2024-05-28,18097.5
2024-05-29,18276.9
2024-05-30,18206.87
2024-05-31,18166.55
2024-06-03,18293.81
2024-06-04,18180.66
2024-06-05,18132.47
2024-06-06,17951.28
2024-06-07,17820.46
2024-06-10,17728.21
2024-06-11,17731.42
2024-06-12,17858.96
2024-06-13,17991.45
2024-06-14,17904.4
2024-06-17,17969.89
2024-06-18,18104.8
2024-06-19,18024.87
2024-06-20,18003.18
2024-06-21,18128.47
2024-06-24,18170.47
2024-06-25,18077.45
2024-06-26,18097.07
2024-06-27,18166.8
2024-06-28,18246.76
2024-07-01,18396.45
2024-07-02,18491.88
2024-07-03,18497.25
2024-07-04,18452.36
2024-07-05,18682.6
2024-07-08,18649.52
2024-07-09,18413.72
2024-07-10,18278.3
2024-07-11,18307.87
2024-07-12,18351.28
2024-07-15,18346.45
2024-07-16,18772.58
2024-07-17,19239.55
2024-07-18,18714.31
2024-07-19,18916.76
2024-07-22,19170.79
2024-07-23,19339.17
2024-07-24,19222.25
2024-07-25,19193.83
2024-07-26,19126.41
2024-07-29,19202.29
2024-07-30,18993.12
2024-07-31,19023.29
2024-08-01,18623.89
2024-08-02,18552.13
2024-08-05,18383.02
2024-08-06,18675.24
2024-08-07,18534.32
2024-08-08,18178.43
2024-08-09,18337.98
2024-08-12,18567.75
2024-08-13,18479.44
2024-08-14,18302.92
2024-08-15,18743.58
2024-08-16,18680.55
2024-08-19,19012.33
2024-08-20,19092.99
2024-08-21,18999.02
2024-08-22,19186.35
2024-08-23,19140.97
2024-08-26,19384.65
2024-08-27,19311.26
2024-08-28,18968.95
2024-08-29,18680.94
2024-08-30,18894.64
2024-09-02,18695.06
2024-09-03,18534.24
2024-09-04,18516.77
2024-09-05,18315.87
2024-09-06,17907.26
2024-09-09,18083.48
2024-09-10,18025.53
2024-09-11,17936.4
2024-09-12,18206.63
2024-09-13,18246.04
2024-09-16,18581.22
2024-09-17,18506.69
2024-09-18,18613.34
2024-09-19,18165.73
2024-09-20,18445.52
2024-09-23,18815.75
2024-09-24,18478.76
2024-09-25,18677.22
2024-09-26,18751.44
2024-09-27,19131.62
2024-09-30,18931.47
2024-10-01,19026.05
2024-10-02,18635.35
2024-10-03,18157.47
2024-10-04,18277.74
2024-10-07,18761.42
2024-10-08,18284.35
2024-10-09,18050.94
2024-10-10,18120.17
2024-10-11,17796.64
2024-10-14,17331.26
2024-10-15,17028.35
2024-10-16,17828.18
2024-10-17,18142.42
2024-10-18,17988.94
2024-10-21,17966.98
2024-10-22,17916.04
2024-10-23,18332.59
2024-10-24,18674.52
2024-10-25,18732.58
2024-10-28,19003.41
2024-10-29,18765.34
2024-10-30,18981.3
2024-10-31,18559.91
2024-11-01,18617.8
2024-11-04,18102.41
2024-11-05,17649.73
2024-11-06,17625.75
2024-11-07,17547.84
2024-11-08,17306.79
2024-11-11,17658.7
2024-11-12,17562.67
2024-11-13,17293.02
2024-11-14,16987.44
2024-11-15,16658.73
2024-11-18,16471.76
2024-11-19,16844.91
2024-11-20,16675.85
2024-11-21,17108.37
2024-11-22,17533.48
2024-11-25,17626.4
2024-11-26,17723.14
2024-11-27,17504.64
2024-11-28,17481.42
2024-11-29,17183.78
2024-12-02,17379.18
2024-12-03,17928.65
2024-12-04,18028.26
2024-12-05,17927.4
2024-12-06,18280.9
2024-12-09,18434.65
2024-12-10,17742.21
2024-12-11,17936.02
2024-12-12,18051.64
2024-12-13,17807.07
2024-12-16,17637.22
2024-12-17,17716.59
2024-12-18,18069.97
2024-12-19,18450.65
2024-12-20,18665.22
2024-12-23,19048.8
2024-12-24,19267.52
2024-12-25,18987.47
2024-12-26,18959.23
2024-12-27,19564.38
